advent,5,AdvEnt
adventitious,1,AdvxntISIs
adventure,27,xdvEnCR
adventure,2,xdvEnCR
adventurous,5,AdvEnCRxs
adverb,3,AdvRb
adverbial,2,AdvRbiL
adversary,8,AdvRsEri
adverse,11,AdvRs
adversely,3,AdvRsli
adversity,2,AdvRsIti
advertise,49,AdvRtYz
advertisement,5,AdvRtYzmxnt
advertising,14,AdvRtYzIG
advice,52,xdvYs
advisable,1,xdvYzxbL
advise,47,xdvYz
advisedly,1,AdvYzIdli
advisement,2,xdvYzmxnt
adviser,24,AdvYzR
advisory,22,xdvYzRi
advisory,2,xdvYzRi
advocacy,3,Advxkxsi
advocate,12,Advxket
advocate,14,Advxket
Aegean,6,IJixn
aegis,1,iJIs
aeon,1,ixn
aerate,11,Eret
aeration,7,AreSIn
aerator,11,AretR
aerial,8,AriL
aerial,1,AriL
aerobic,1,ErobIk
aeronautics,2,ArxnctIks
aerosol,11,ArIscl
aerospace,4,Arospes
aesthete,1,EsTit
aesthetic,24,EsTEtIk
aesthetic,2,EsTEtIk
affable,1,AfxbL
affair,117,xfAr
affect,93,xfEkt
affectation,1,AfEkteSIn
affectingly,1,xfEktIGli
affection,22,xfEkSIn
affectionate,6,xfEkSxnIt
afferent,1,AfRxnt
affiance,1,xfYxns
affidavit,2,AfIdevxt
affiliate,1,xfIliet
affiliate,7,xfIliet
affiliation,9,xfIlieSxn
affinity,6,xfInIti
affirm,21,xfRm
affirmation,5,AfRmeSIn
affirmative,4,xfRmxtIv
affirmatively,1,xfRmxtIvli
affix,15,xfIks
afflict,8,xflIkt
affliction,2,xflIkSxn
affluence,4,Afluxns
affluent,2,Afluxnt
afford,58,xford
affront,2,xfrQnt
affront,2,xfrQnt
afghan,1,AfgAn
aficionado,1,xfISixnado
afield,1,xfild
afire,1,xfYr
aflame,3,xflem
afloat,7,xflot
afoot,1,xfUt
aforementioned,2,xformEnCInd
aforesaid,1,xforsEd
aforesaid,1,xforsEd
aforethought,1,xforTct
afraid,57,xfred
afresh,2,xfrES
African,24,AfrIkIn
aft,2,Aft
aft,3,Aft
after,11,AftR
aftermath,4,AftRmAT
afternoon,122,AftRnun
afterward,16,AftRwRd
again,580,xgEn
against,2,xgEnst
agate,1,Agxt
age,275,eJ
age,24,eJ
ageless,2,eJlxs
agency,118,eJInsi
agenda,5,xJEndx
agent,84,eJInt
agglomerate,2,xglamRet
agglomeration,3,xglamxreSxn
agglutinate,1,xglutNet
agglutination,4,xglutxneSxn
agglutinin,8,xglutxnIn
aggravate,5,Agrxvet
aggregate,6,AgrIgIt
aggregate,2,AgrIgIt
aggregation,2,AgrIgeSIn
aggression,13,xgrESIn
aggressive,17,xgrEsIv
aggressively,2,xgrEsIvli
aggressor,2,xgrEsR
aggrieve,3,xgriv
aghast,1,xgAst
agile,2,AJL
agilely,1,AJLli
agility,3,xJIlIti
agitate,3,AJItet
agitation,6,AJIteSIn
agitator,2,AJItetR
agleam,1,xglim
agnomen,1,Agnomxn
agnostic,1,AgnastIk
ago,246,xgo
agonize,3,AgInYz
agonizing,3,AgxnYzIG
agony,10,AgIni
agrarian,6,xgrErixn
agrarian,2,xgrErixn
agree,150,xgri
agreeable,11,xgrixbL
agreement,121,xgrimxnt
agricultural,38,AgrIkQlCRL
agriculture,24,AgrIkQlCR
ague,1,egyu
ah,14,a
ahead,109,xhEd
ahem,1,xhEm
aid,129,ed
aid,46,ed
aide,13,ed
ail,2,el
aileron,1,elRan
ailment,10,elmxnt
aim,40,em
aim,42,em
aimless,5,emlIs
aimlessly,1,emlIsli
air,260,Ar
air,2,Ar
airborne,7,Arborn
aircraft,71,ArkrAft
airfield,11,Arfild
airflow,1,Arflo
airframe,2,Arfrem
airily,2,Arxli
airless,2,ArlIs
airlift,1,ArlIft
airline,8,ArlYn
airmail,4,Armel
airplane,21,Arplen
airport,23,Arport
airspeed,1,Arspid
airstrip,3,ArstrIp
airy,7,Ari
aisle,6,Yl
ajar,2,xJar
akin,10,xkIn
alabaster,3,AlIbAstR
alarm,15,xlarm
alarm,11,xlarm
alarmist,1,xlarmIst
alas,10,xlAs
Albanian,2,Albenixn
albeit,2,Albixt
album,8,Albxm
albumin,10,Albyumxn
alchemy,1,Alkxmi
alcohol,15,Alkxhcl
alcoholic,3,AlkxhclIk
alcoholic,4,AlkxhclIk
alcoholism,1,AlkxhclIzM
alcove,5,Alkov
alderman,3,cldRmxn
ale,1,el
alert,25,xlRt
alert,3,xlRt
alert,13,xlRt
alertly,1,xlRtli
alertness,2,xlRtnEs
alfresco,2,AlfrEsko
alga,7,Algx
algebra,2,AlJIbrx
algebraic,1,AlJIbreIk
Algerian,4,AlJIrixn
algorithm,1,AlgxrIDxm
alias,1,elixs
alibi,9,AlIbY
alien,14,elixn
alien,5,elixn
alienate,9,elyxnet
alienation,22,elixneSIn
alight,2,xlYt
alight,1,xlYt
align,9,xlYn
alignment,5,xlYnmxnt
alike,6,xlYk
alike,14,xlYk
alimony,2,Alxmoni
alive,57,xlYv
alizarin,1,xlIzRIn
alkali,6,AlkxlY
alkaline,2,AlkxlYn
alkaloid,1,AlkxlOd
all,242,cl
all,2,cl
allay,1,xle
allegation,5,AlIgeSIn
allege,14,xlEJ
allegedly,2,xlEJIdli
allegedly,2,xlEJIdli
allegiance,5,xliJIns
allegorical,3,AlxgcrIkL
allegory,3,Alxgori
allegro,1,xlEgro
allergic,2,xlRJIk
allergy,2,AlRJi
alleviate,6,xliviet
alleviation,2,xlivieSIn
alley,9,Ali
alliance,22,xlYIns
alligator,4,AlxgetR
alliteration,1,xlItReSIn
alliterative,1,xlItxretIv
allocable,3,AlxkxbL
allocate,8,Alxket
allocation,19,AlxkeSIn
allot,13,xlat
allotment,49,xlatmxnt
allow,209,xlW
allowable,5,xlWxbL
allowance,41,xlWxns
alloy,7,AlO
allude,3,xlud
allure,1,xlUr
allure,1,xlUr
allurement,1,xlUrmxnt
allusion,8,xluZxn
allusiveness,1,xlusIvnEs
ally,39,AlY
ally,29,AlY
almanac,1,clmxnAk
almighty,2,clmYti
almond,4,amxnd
almost,157,clmost
almost,276,clmost
aloe,2,Alo
aloft,3,xlcft
alone,8,xlon
alone,187,xlon
aloneness,2,xlonnEs
along,198,xlcG
along,157,xlcG
alongside,10,xlcGsYd
alongside,5,xlcGsYd
aloof,2,xluf
aloof,3,xluf
aloofness,1,xlufnEs
aloud,13,xlWd
alphabet,2,AlfxbEt
alphabetic,1,AlfxbEtIk
alphabetical,4,AlfxbEtIkL
alphabetize,1,AlfxbxtYz
already,2,clrEdi
already,272,clrEdi
also,1070,clso
altar,5,cltR
alter,42,cltR
alteration,14,cltReSIn
altercation,1,cltRkeSIn
alternate,9,cltRet
alternate,1,cltRet
alternate,3,cltRet
alternately,7,cltRnItli
alternation,2,cltRneSIn
alternative,9,cltRnItIv
alternative,42,cltRnItIv
altitude,4,AltItud
alto,2,Alto
altogether,4,cltIgEDR
altogether,26,cltIgEDR
altruism,1,AltruIzM
alum,1,Alxm
aluminum,18,xlumInxm
alumna,1,xlQmnx
alumnus,9,xlQmnIs
alveolar,9,AlvixlR
alveolus,5,Alvixlxs
always,2,clwxz
always,456,clwxz
amalgamate,1,xmAlgxmet
amalgamation,1,xmAlgxmeSxn
amanuensis,1,xmAnyUEnsIs
amass,2,xmAs
amateur,8,AmxCR
amateur,19,AmxCR
amateurish,3,AmxCRIS
amateurishness,1,AmxCUrISnEs
amatory,1,Amxtori
amaze,14,xmez
amazement,10,xmezmxnt
amazing,20,xmezIG
amazingly,1,xmezIGli
amazingly,2,xmezIGli
amazon,1,Amxzan
ambassador,29,AmbAsxdR
amber,3,AmbR
ambiance,1,Ambixns
ambidextrous,1,AmbIdEkstrIs
ambiguity,18,AmbxgyuIti
ambiguous,22,AmbIgyuxs
ambition,34,AmbISIn
ambitious,16,AmbISIs
ambivalence,5,AmbIvLxns
amble,2,AmbL
ambrosial,1,AmbroZL
ambulance,7,AmbyUlxns
ambulatory,1,AmbyUlItori
ambuscade,1,Ambxsked
ambush,6,AmbUS
ambush,4,AmbUS
amen,7,emEn
amen,12,emEn
amenable,3,xmEnxbL
amend,17,xmEnd
amendment,31,xmEndmxnt
American,535,xmErIkIn
amethystine,4,AmITIstIn
amiable,2,emixbL
amicable,1,AmIkxbL
amid,14,xmId
amide,1,AmYd
amidst,3,xmIdst
amino,1,xmino
amiss,2,xmIs
amity,1,Amxti
ammo,4,Amo
ammoniac,1,xmoniAk
ammonium,1,xmonixm
ammunition,18,AmyunISIn
among,369,xmQG
amongst,4,xmQGst
amoral,2,emcrL
amorality,1,emxrAlIti
amorist,1,AmxrIst
amorous,2,AmRxs
amorphous,6,xmcrfxs
amorphously,1,xmcrfxsli
amortization,3,AmRtxzeSIn
amortize,2,AmRtYz
amount,166,xmWnt
amount,56,xmWnt
amp,1,Amp
amphibious,1,AmfIbixs
amphibology,1,AmfxbalxJi
amphitheater,1,AmfxTixtR
ample,16,AmpL
amplification,2,AmplxfxkeSIn
amplifier,7,AmplxfYR
amplify,8,AmplxfY
amplitude,6,AmplItud
amply,2,Ampli
amply,2,Ampli
amputate,1,Ampyutet
amulet,2,AmyUlxt
amuse,12,xmyuz
amusedly,1,xmyuzdli
amusement,9,xmyuzmxnt
amusing,14,xmyuzIG
amusingly,1,xmyuzIGli
amusingly,1,xmyuzIGli
an,3727,An
anachronism,5,xnAkrxnIzM
anaconda,20,Anxkandx
anaerobic,1,AnRobIk
anaesthesia,1,AnIsTiZx
anagram,1,AnxgrAm
analeptic,2,AnLEptIk
analogous,8,xnAlxgIs
analogously,2,xnAlxgxsli
analogue,2,AnLcg
analogy,17,xnAlxJi
analysis,121,xnAlIsIs
analyst,16,AnLxst
analytic,16,AnxlItIk
analyze,36,AnxlYz
analyzer,1,AnLYzR
anaplasmosis,1,AnxplAzmosIs
anarchic,1,AnarkIk
anarchist,1,AnRkIst
anarchy,7,AnRki
anastomosis,7,xnAstxmosIs
anastomotic,1,xnAstxmatIk
anatomic,1,AnItamIk
anatomical,5,AnxtamIkL
anatomical,5,AnxtamIkL
anatomically,2,AnxtamIkLli
anatomy,9,xnAtxmi
ancestor,13,AnsEstR
ancestral,5,AnsEstrL
ancestry,8,AnsEstri
anchor,17,AGkR
anchor,11,AGkR
anchorage,1,AGkRIJ
anchorite,1,AGkRYt
anchoritism,1,AGkxrYtIzxm
anchovy,1,AnCovi
ancient,68,enSInt
ancient,2,enSInt
anciently,1,enSxntli
ancillary,2,AnsxlEri
Andean,2,Andixn
anecdotal,1,AnIkdotL
anecdote,13,AnIkdot
anemia,5,xnimix
anemic,1,xnimIk
anesthetic,2,AnIsTEtIk
anew,6,xnu
angel,45,enJL
angelic,2,AnJElIk
angelica,1,AnJElxkx
anger,48,AGgR
anger,1,AGgR
angle,61,AGgL
angle,2,AGgL
Anglican,11,AGglIkIn
Anglophobia,1,AGglxfobix
angry,45,AGgri
anguish,8,AGgwIS
anguish,2,AGgwIS
angular,16,AGgyUlR
anhydrous,1,AnhYdrxs
aniline,1,AnLxn
animal,129,AnImL
animate,1,Anxmet
animate,6,Anxmet
animation,2,AnxmeSIn
animism,1,AnxmIzM
animosity,3,AnxmasIti
anion,2,AnYxn
anionic,10,AnYanIk
anionic,1,AnYanIk
anise,2,AnIs
aniseikonic,2,AnYsYkanIk
anisotropy,1,AnYsatrxpi
ankle,15,AGkL
annex,1,xnEks
annihilate,1,xnYxlet
annihilation,6,xnYxleSxn
anniversary,22,AnxvRsRi
announce,116,xnWns
announcement,30,xnWnsmxnt
announcer,4,xnWnsR
annoy,10,xnO
annoyance,10,xnOxns
annoying,6,xnOIG
annual,92,AnyuL
annual,1,AnyuL
annually,14,AnyuLli
annunciate,1,xnQnsiet
anode,78,Anod
anomalous,1,xnamLxs
anomaly,2,xnamxli
anomic,1,xnamIk
anomie,1,Anxmi
anonymity,2,AnInImxti
anonymous,17,xnanxmxs
anorexia,1,AnxrEksix
anorthic,1,AncrTIk
answer,145,AnsR
answer,133,AnsR
answerable,1,AnsRxbL
ant,13,Ant
antagonism,11,AntAgInIzM
antagonist,7,AntAgInIst
antagonistic,4,AntAgxnIstIk
antagonize,2,AntAgxnYz
ante,2,Anti
ante,1,Anti
anteater,1,AntitR
antecedent,3,AntIsidNt
antelope,7,Antxlop
antenna,17,AntEnx
anterior,5,AntIriR
anterior,1,AntIriR
anthem,2,AnTxm
anthology,4,AnTalxJi
anthropological,1,AnTrxpxlaJIkL
anthropologist,4,AnTrxpalxJIst
anthropology,7,AnTrxpalxJi
anthropomorphic,1,AnTrxpxmcrfIk
anti,1,AntY
antibiotic,2,AntIbYatIk
antibody,21,AntIbadi
antic,1,AntIk
antic,4,AntIk
anticipate,38,AntIsxpet
anticipation,23,AntIsxpeSxn
anticipatory,1,AntIsxpxtori
antidote,2,AntIdot
antigen,12,AntIJxn
antipathy,4,AntIpxTi
antiphonal,1,AntIfxnL
antipodes,1,AntIpxdiz
antiquarian,1,AntIkwErixn
antiquarian,1,AntIkwErixn
antiquated,1,AntIkwetId
antique,4,Antik
antique,11,Antik
antiquity,4,AntIkwxti
antiseptic,4,AntIsEptIk
antiseptic,2,AntIsEptIk
antiserum,6,AntIsIrxm
antisocial,2,AntIsoSL
antithesis,3,AntITIsIs
anvil,1,AnvL
anxiety,43,AGzYxti
anxious,29,AGSIs
anxiously,9,AGkSxsli
any,0,Eni
any,12,Eni
any,1,Eni
anyhow,20,EnihW
anymore,5,Enimor
anyplace,1,Eniples
anytime,1,EnitYm
anyway,46,Eniwe
anyways,1,Eniwez
anywhere,39,EnihwAr
aorta,3,ecrtx
apart,57,xpart
apartheid,2,xpartet
apartment,98,xpartmxnt
apathetic,1,ApxTEtIk
apathy,3,ApxTi
ape,3,ep
aperture,8,ApRCR
apex,4,epEks
apiece,2,xpis
aplomb,1,xplQm
apocalypse,2,xpakxlIps
apocalyptic,5,xpakxlIptIk
apocryphal,1,xpakrxfL
apogee,2,ApxJi
Apollonian,1,Apxlonixn
apologetic,2,xpalxJEtIk
apologetic,1,xpalxJEtIk
apologist,1,xpalxJIst
apologize,6,xpalxJYz
apology,8,xpalxJi
apostate,1,xpastet
apostle,4,xpasL
apostolic,4,ApxstalIk
apothecary,3,xpaTxkEri
apotheosis,1,xpaTiosIs
appalling,9,xpclIG
appanage,1,ApxnIJ
apparatus,29,ApRAtIs
apparel,3,xpArL
apparel,1,xpArL
apparent,57,xpArxnt
apparently,1,xpArxntli
apparently,124,xpArxntli
apparition,3,ApRISIn
appeal,72,xpil
appeal,27,xpil
appealing,11,xpilIG
appear,353,xpIr
appearance,71,xpIrxns
appease,5,xpiz
append,2,xpEnd
appendage,1,xpEndIJ
appendix,11,xpEndIks
appetite,14,ApxtYt
appetizing,2,ApItYzIG
applaud,11,xplcd
applause,14,xplcz
apple,15,ApL
applejack,1,ApLJAk
appliance,13,xplYIns
applicability,2,AplIkxbIlIti
applicable,18,AplIkxbL
applicant,18,AplIkInt
application,93,AplIkeSIn
applicator,1,AplxketR
applique,1,Aplxke
apply,210,xplY
appoint,50,xpOnt
appointee,7,xpOnti
appointment,34,xpOntmxnt
apportion,9,xporSIn
apportionment,11,xporSxnmxnt
appraisal,10,xprezL
appraise,6,xprez
appreciable,5,xpriSxbL
appreciate,39,xpriSiet
appreciation,23,xpriSieSxn
appreciative,2,xpriSItIv
appreciatively,2,xpriSxtIvli
apprehend,3,AprEhEnd
apprehension,16,AprIhEnSxn
apprehensively,4,AprIhEnsIvli
apprentice,18,xprEntIs
apprentice,1,xprEntIs
approach,125,xproC
approach,95,xproC
approachable,1,xproCxbL
appropriate,67,xproprixt
appropriate,15,xproprixt
appropriation,14,xproprieSIn
approval,51,xpruvL
approve,56,xpruv
approximate,9,xpraksImxt
approximate,7,xpraksImxt
approximation,10,xpraksImeSIn
apricot,1,Aprxkat
apron,8,eprxn
apropos,1,Aprxpo
apse,1,Aps
apt,15,Apt
aptitude,4,AptItud
aptly,1,Aptli
aptly,3,Aptli
aqueduct,1,AkwxdQkt
aqueous,14,ekwixs
arabesque,1,ArxbEsk
Arabian,2,xrebixn
Arabic,6,ArxbIk
arable,3,ArxbL
arak,1,ArIk
arbiter,5,arbxtR
arbitrarily,5,arbxtrErxli
arbitrary,22,arbxtrEri
arbitrate,4,arbxtret
arbitration,2,arbxtreSIn
arboreal,1,arboriL
arc,48,ark
arcade,5,arked
arch,16,arC
arch,15,arC
archaeological,8,arkixlaJIkL
archaeology,11,arkialxJi
archaic,5,arkeIk
archaism,1,arkiIzxm
archangel,4,arkenJL
archbishop,9,arCbISxp
archdiocese,1,arCdYxsis
archenemy,2,arCEnxmi
archeological,1,arkixlaJIkL
archery,1,arCRi
archipelago,2,arkxpElxgo
architect,33,arkItEkt
architectonic,1,arkxtEktanIk
architectural,8,arkItEkCRL
architecture,12,arkItEkCR
archive,4,arkYv
arcus,1,arkxs
ardent,11,ardNt
ardor,3,ardR
arduous,4,arJuxs
area,562,Arix
arena,10,xrinx
Argive,1,arJYv
argon,7,argan
argot,1,argo
argue,78,argyu
argument,78,argyxmxnt
argumentation,1,argyumxnteSIn
arid,2,Arxd
aridity,2,ArIdIti
arise,75,xrYz
aristocracy,4,ArIstakrIsi
aristocrat,2,xrIstIkrAt
aristocratic,4,xrIstIkrAtIk
Aristotelian,2,ArIstxtilyxn
arithmetic,8,xrITmxtIk
arithmetical,1,ArITmEtIkL
arm,217,arm
arm,61,arm
armada,1,armadx
armadillo,2,armxdIlo
armament,5,armxmxnt
armchair,6,armCEr
Armenian,1,arminixn
armful,1,armfUl
armhole,3,armhol
armistice,4,armxstIs
armload,1,armlod
armoire,1,armwar
armor,4,armR
armor,3,armR
armory,2,armRi
armpit,3,armpIt
army,152,armi
arnica,1,arnIkx
aroma,5,xromx
aromatic,3,ArxmAtIk
around,240,xrWnd
arousal,3,xrWzL
arouse,30,xrWz
arpeggio,1,arpEJio
arrack,1,Arxk
arraign,3,xren
arrange,71,xrenJ
arrangement,72,xrenJmxnt
array,11,xre
array,2,xre
arrest,16,xrEst
arrest,27,xrEst
arresting,3,xrEstIG
arrival,26,xrYvL
arrive,108,xrYv
arrogance,3,Arxgxns
arrogant,2,ArxgInt
arrogantly,1,Arxgxntli
arrogate,1,Arxget
arrow,20,Aro
arrowhead,2,ArohEd
arroyo,3,xrOx
arsenal,3,arsnL
arsenic,1,arsNIk
arson,2,arsN
art,262,art
arterial,7,artIriL
arteriosclerosis,1,artIriosklxrosIs
artery,68,artRi
artful,1,artfL
artfully,4,artfLli
arthritis,3,arTrYtIs
article,99,artIkL
articulate,6,artIkyulxt
articulate,4,artIkyulxt
articulation,2,artIkyUleSIn
artifice,1,artIfxs
artificer,1,artIfxsR
artificial,17,artIfISL
artificiality,1,artxfISiAlIti
artificially,6,artxfISLli
artillery,11,artIlRi
artisan,3,artIzIn
artist,125,artIst
artistic,33,artIstIk
artistry,3,artIstri
artless,2,artlxs
arty,1,arti
aryl,1,ArIl
as,121,Az
as,1101,Az
as,3,Az
asbestos,1,AsbEstxs
ascend,7,xsEnd
ascendancy,1,xsEndxnsi
ascent,1,xsEnt
ascertain,11,AsRten
ascetic,1,xsEtIk
asceticism,1,xsEtIsIzxm
ascribe,7,xskrYb
aseptic,1,esEptIk
ash,17,AS
ashamed,17,xSemd
ashen,2,ASIn
ashore,6,xSor
Asian,10,eZIn
Asiatic,1,eZiAtIk
aside,67,xsYd
asinine,2,AsNYn
ask,612,Ask
askance,1,xskAns
askew,1,xskyu
asleep,3,xslip
asleep,27,xslip
asocial,1,esoSL
asparagus,1,xspArxgIs
aspect,111,AspEkt
aspen,2,Aspxn
asphalt,3,Asfclt
aspirant,4,AspRxnt
aspiration,15,AspReSIn
aspire,6,xspYr
aspirin,3,AspRIn
ass,8,As
assail,8,xsel
assailant,3,xselxnt
